legacyRegister,legacyNotation,legacyLabel,legacyURI,legacyDescription,disposition,proposedNotation,proposedLabel,mappingRelation,reviewStatus,targetVocabulary,rationale
Terrestrial,377,Stream index-velocity rating,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/377,"Computation of stream discharge based on a relation between stream index velocity and average velocity (index-velocity rating) and a relation between stage and cross-sectional area (stage-area rating). Given these ratings and concurrent observations of stream index velocity and stage, average velocity and area are computed and finally discharge as their product. [Based on Manual on Stream Gauging (WMO No. 1044), volume I]",rename,indexVelocityDischargeMethod,Index-velocity discharge method,exact,non-controversial,ObservingMethod,Method-oriented wording.
Terrestrial,379,radar water level gauge,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/379,"A radar water level gauge transmits microwave energy to measure the distance between the sensor and the water surface.  The time it takes for the energy to reflect off the water surface and return to the radar is used to calculate the distance between the sensor and the water surface.  Water level can then be determined from the elevation of the radar sensor and the sensor's measured distance to the water surface [Based on Skolnik et al, Radar Handbook, 3rd edition, 2008; Fulford et al, Testing and use of radar water level sensors by the U.S. Geological Survey, Manual on sea level: Measurement and interpretation Volume V: Radar gauges, 2016 and Fulford et al, Laboratory and field tests of the Sutron RLR-0003-1 water level sensor: U.S. Geological Survey Open-File Report,  2015].",rename,radarRanging,Radar ranging,close,non-controversial,ObservingMethod,Water level is derived from microwave travel time; the method is radar ranging rather than a gauge type.
Terrestrial,380,radar velocimetry,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/380,"Radar velocimetry or surface velocity radar (radar sensor) is an active remote sensing method which measures the surface velocity of moving water.  The radar sensor transmits microwave energy of a known frequency at an incidence angle (from nadir) to the water surface, where small-scale surface features such as waves shift the frequency of the microwave energy that is returned to the sensor. The frequency shift is used to compute the surface velocity of the water using the Doppler effect. Note: Because radar sensors measure the velocity at the water surface a transfer function, such as the probability concept, is needed to translate the surface velocity to a mean channel velocity [Based on Chiu, Entropy and probability concepts in hydraulics: J. Hydraul. Eng. 113, 1987; Fulton et al, Near-field remote sensing of surface velocity and river discharge using radars and the probability concept at 10 U.S. Geological Survey Streamgages, Remote Sens. 12, 2020; Fulton e al, Measuring Real-Time Streamflow Using Emerging Technologies: Radar, Hydroacoustics, and the Probability Concept, Journal of Hydrology 357, 2008 and Khan et al, Uncertainty in remote sensing of streams using noncontact radars, Journal of Hydrology 603, 2021].",rename,radarDopplerVelocimetry,Radar-Doppler velocimetry,exact,non-controversial,ObservingMethod,Method-oriented wording.
Terrestrial,381,image velocimetry,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/381,"The measurement of velocities at the free surface of a moving water body using PIV (Particle Image Velocimetry) or LSPIV (Large Scale Particle Image Velocimetry) operates on the principle of statistical estimation of the displacement of groups of particles in consecutive images. The estimation is most-often made using cross-correlations applied to the spatial distribution of the light intensity defining the patterns (i.e., the pattern image) enclosed in small interrogation areas covering the whole image. The results of image processing is a velocity vector field centered on the interrogation area grid determined by dividing the estimated displacement with the time between images in the pair. Note: Given that LSPIV images cover large areas usually recorded from an oblique angle to the flow surface, an additional step is customarily involved, i.e. image orthorectification [Based on Aberle et al., Experimental Hydraulics: Instrumentation and Measurement Techniques, 2017 and Muste et al., Large-Scale Particle Image Velocimetry for Measurements in Riverine Environments, Special Issue on Hydrologic Measurements, Water Resources Research 44,  2008].",rename,imageVelocimetry,Image velocimetry,exact,non-controversial,ObservingMethod,Method already principle-oriented.
Atmosphere,62,Adsorption - scintillation counting,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/62,,split,scintillationCounting,Scintillation counting,close,discussion needed,ObservingMethod + SampleTreatment,Adsorption is a collection/treatment step; scintillation counting is the analytical method.
Atmosphere,63,Aerovane (wind vane with propeller),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/63,,split,propellerVelocityMeasurement|windVaneDirectionMeasurement,Propeller velocity measurement | Wind-vane direction measurement,close,discussion needed,ObservingMethod,Aerovane combines two instrument functions; speed and direction should map to separate method concepts.
Atmosphere,115,Filter sampling + alpha counting,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/115,,split,alphaCounting,Alpha counting,close,non-controversial,ObservingMethod + SamplingStrategy,Legacy entry combines sampling/treatment and analysis; migrate the components separately.
Atmosphere,116,Filter sampling + gamma spectrometry,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/116,,split,gammaSpectrometry,Gamma spectrometry,close,non-controversial,ObservingMethod + SamplingStrategy,Legacy entry combines sampling/treatment and analysis; migrate the components separately.
Atmosphere,219,"Filter + beta attenuation (betameter, beta gauge)",http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/219,,split,betaAttenuation,Beta attenuation,close,non-controversial,ObservingMethod + SamplingStrategy,Legacy entry combines sampling/treatment and analysis; migrate the components separately.
Atmosphere,220,Filter + light attenuation (aethalometer),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/220,,split,lightAttenuationPhotometry,Light-attenuation photometry,close,discussion needed,ObservingMethod + SamplingStrategy,Legacy entry combines sampling/treatment and analysis; migrate the components separately.
Atmosphere,270,Tetrachloromercurate (TCM) absorption - CL,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/270,,split,chemiluminescenceDetection,Chemiluminescence detection,close,discussion needed,ObservingMethod + SampleTreatment,Legacy entry combines sampling/treatment and analysis; migrate the components separately.
Atmosphere,280,Adsorption tube (charcoal) + elution + GC,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/280,,split,gasChromatography,Gas chromatography,close,non-controversial,ObservingMethod + SampleTreatment/SamplingStrategy,Legacy entry combines sampling/treatment and analysis; migrate the components separately.
Atmosphere,281,Filter sampling + combustion + IC,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/281,,split,ionChromatography,Ion chromatography,close,non-controversial,ObservingMethod + SampleTreatment/SamplingStrategy,Legacy entry combines sampling/treatment and analysis; migrate the components separately.
Atmosphere,282,Filter sampling + combustion + other,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/282,,split,,,,discussion needed,SampleTreatment + ObservingMethod nilReason=unknown,"Sampling and combustion are known, but the analytical method is explicitly unspecified ('other')."
Atmosphere,283,Filter sampling + extraction + IC,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/283,,split,ionChromatography,Ion chromatography,close,non-controversial,ObservingMethod + SampleTreatment/SamplingStrategy,Legacy entry combines sampling/treatment and analysis; migrate the components separately.
Atmosphere,284,Filter sampling + extraction + other,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/284,,split,,,,discussion needed,SampleTreatment + ObservingMethod nilReason=unknown,"Sampling/extraction are known, but the analytical method is unspecified ('other')."
Atmosphere,285,Filter sampling + gravimetry,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/285,,split,gravimetry,Gravimetry,close,non-controversial,ObservingMethod + SamplingStrategy,Legacy entry combines sampling/treatment and analysis; migrate the components separately.
Atmosphere,287,Catalytic conversion 'Au' - CL,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/287,,split,chemiluminescenceDetection,Chemiluminescence detection,close,discussion needed,ObservingMethod + SampleTreatment,Conversion step and detection principle should be represented separately.
Atmosphere,288,Catalytic conversion 'Fe' - CL,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/288,,split,chemiluminescenceDetection,Chemiluminescence detection,close,discussion needed,ObservingMethod + SampleTreatment,Conversion step and detection principle should be represented separately.
Atmosphere,289,Catalytic conversion 'Mb' - CL,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/289,,split,chemiluminescenceDetection,Chemiluminescence detection,close,discussion needed,ObservingMethod + SampleTreatment,Conversion step and detection principle should be represented separately.
Atmosphere,291,Photolytic conversion - CL,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/291,,split,chemiluminescenceDetection,Chemiluminescence detection,close,discussion needed,ObservingMethod + SampleTreatment,Conversion step and detection principle should be represented separately.
Atmosphere,293,Filter sampling + photo multiplier tube (PMT),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/293,,split,,,,discussion needed,SamplingStrategy + Instrument,Filter sampling is a sampling strategy and a photomultiplier tube is a detector component; no analytical principle is specified.
Atmosphere,304,H2O2 conversion - IC,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/304,,split,ionChromatography,Ion chromatography,close,discussion needed,ObservingMethod + SampleTreatment,Hydrogen-peroxide conversion and ion chromatography are separate treatment/analysis steps.
Atmosphere,346,Electrostatic collection + alpha counting,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/346,Alpha counting after electrostatic collection of measurand.,split,alphaCounting,Alpha counting,close,non-controversial,ObservingMethod + SampleTreatment,Legacy entry combines sampling/treatment and analysis; migrate the components separately.
Ocean,400,"Fluorometry, optical backscattering",http://codes.wmo.int/wmdr/ObservingMethodOcean/400,Measurement of emitted fluorescent light and particulate backscattering coefficient.,split,fluorescenceMeasurement|opticalBackscatterMeasurement,Fluorescence measurement | Optical backscatter measurement,close,discussion needed,ObservingMethod,Legacy entry combines two independent optical measurements that should be separately selectable.
Terrestrial,370,Optical or nuclear suspended-sediment gauge,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/370,"Determination of the decrease of intensity of a visible light or X-rays beam by means of a photoelectric or nuclear detector situated at constant distance from the source of the beam. This decrease, caused by the scattering and/or absorption by suspended-sediment particles, is proportional to the sediment concentration, if other relevant characteristics of water and sediment (chemical, mineral composition, etc.) remain unchanged. [Based on 'photoelectric or nuclear suspended-sediment gauges' in Guide to Hydrological Practices (WMO-No. 168), Volume I. 2008 edition, updated in 2020.]",split,opticalAttenuationMeasurement|xRayAttenuationMeasurement,Optical attenuation measurement | X-ray attenuation measurement,close,discussion needed,ObservingMethod,The legacy concept explicitly combines two physically distinct methods (visible optical and X-ray/nuclear attenuation).
